mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,spec_mean_1,spec_mean_2,spec_mean_3,spec_mean_4,spec_mean_5,spec_mean_6,spec_mean_7,spec_mean_8,spec_mean_9,spec_mean_10,rolloff,bandwidth,flatness,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,energy,label
-310.90216,10.468243,-43.232403,9.395629,-34.564972,10.27631,-14.685871,13.674225,-5.8375335,16.720808,-27.675848,7.1365314,-4.9282174,-24.544315,-27.440216,-40.875626,-39.406513,-36.272385,-30.976171,-27.153187,-23.963676,-22.435863,-22.2418,5662.779091282895,1914.8308713291929,0.24789833,0.50670516,0.32101572,0.22633478,0.14376529,0.12988707,64.81755,4
-292.21497,17.72943,-40.262527,10.216685,-33.384014,12.80525,-12.772841,14.958491,-6.9719324,18.330076,-32.77794,5.444498,-5.1361284,-20.827286,-23.802145,-40.473125,-38.7797,-34.707138,-28.89732,-24.07411,-20.926907,-18.917242,-18.067032,6126.536287006579,2120.0697920654293,0.17346214,0.5510054,0.3173074,0.20596834,0.15255292,0.14025247,71.064,4
-325.23038,12.884101,-40.232136,11.386832,-32.86621,12.424949,-13.898226,14.462502,-5.779744,16.821314,-27.100122,6.0256076,-5.3406863,-23.139725,-26.628649,-42.774982,-40.029514,-35.499844,-31.019672,-26.91541,-24.743067,-22.081743,-22.92185,5671.845703125,1920.626924952488,0.24798873,0.51894695,0.33863926,0.23348567,0.14197709,0.13026516,62.422222,4
-311.25204,12.185333,-42.002167,10.92584,-31.589634,11.424823,-14.856887,12.335468,-5.9752645,16.677795,-28.475492,6.75051,-3.449727,-23.80079,-26.83175,-39.997726,-38.53051,-35.799957,-30.541245,-26.968792,-23.44992,-20.691124,-21.638716,5590.586194490132,1891.6493821889867,0.24109842,0.5057069,0.29790205,0.21032867,0.15457106,0.14739968,74.98634,4
-334.15558,4.7257934,-42.61906,4.0995803,-31.482925,8.324486,-13.841143,10.8291855,-7.7253313,15.010687,-23.97224,6.8001413,-4.9198833,-27.698744,-29.687243,-42.23784,-40.178165,-37.14969,-32.686836,-29.073122,-27.11702,-25.787033,-24.850267,5217.2684518914475,1742.2301645485402,0.31987256,0.49477363,0.32345602,0.23104562,0.15532473,0.12540472,71.73692,4
-307.0458,19.972097,-37.51436,11.011833,-33.734985,14.504721,-14.969585,15.595081,-7.6312256,16.550634,-29.080667,7.423487,-4.1232686,-20.137587,-24.716051,-42.50266,-40.41931,-36.291405,-29.202202,-24.259212,-20.681484,-19.568846,-20.267195,6085.0565378289475,2131.949447667152,0.17507046,0.6580138,0.45003116,0.31508517,0.1949552,0.16383117,58.086147,4
-268.8697,11.539428,-44.312084,8.646811,-37.106712,10.166904,-14.776943,17.730453,-6.989317,18.645895,-29.694311,5.8441105,-6.2888517,-21.804052,-24.423634,-40.173218,-37.32246,-34.72047,-29.32519,-22.460869,-20.288406,-19.818302,-19.347702,6236.6956208881575,2112.4569798930734,0.18246782,0.63525766,0.36910787,0.2495742,0.17274609,0.14961825,71.8974,4
-316.57584,61.471058,-32.106667,-31.302511,-11.03865,10.528626,9.334235,19.800255,3.4087024,1.2390703,-9.434047,0.014467342,-1.5837475,-35.411694,-30.575203,-24.997663,-24.718016,-23.364271,-17.253593,-12.807675,-11.315992,-10.6501665,-14.413357,5472.606907894737,2528.9750834898955,0.044341218,0.69976026,0.64188933,0.4957567,0.37716314,0.27538297,195.4422,4
-300.92853,60.95058,-36.598904,-29.279919,-12.711395,13.954113,10.1283655,20.935497,-3.2254725,0.30201113,-6.3747034,-0.9473719,-5.0685487,-34.817318,-27.791,-25.72638,-25.03599,-20.433462,-16.304655,-16.10432,-15.13716,-12.429798,-9.151147,5572.79296875,2489.875334741641,0.049520228,0.7592455,0.6214536,0.5449581,0.477588,0.42586124,157.27084,4
-288.908,58.252174,-41.563725,-27.606749,-13.277256,11.878153,9.232281,17.687428,-4.030087,0.041413017,-5.938862,-0.045095433,-3.5597932,-36.33214,-29.368654,-25.835844,-24.430065,-20.458548,-16.829533,-16.140406,-13.580473,-11.862086,-12.828626,5807.958213404605,2528.377726405174,0.06188559,0.71907544,0.6960049,0.57066226,0.4654452,0.4650793,145.74739,4
-293.17694,57.48173,-42.521626,-28.740913,-11.659339,12.731622,10.605646,17.278032,-4.394133,-1.5162382,-7.343203,-2.3124602,-4.302595,-33.91082,-28.20667,-24.813766,-23.70922,-20.60917,-18.56722,-16.557089,-12.941184,-14.894786,-14.970778,5673.7723581414475,2512.6648970375063,0.05465223,0.79920524,0.6638881,0.537683,0.4551384,0.43654606,194.74915,4
-257.12183,44.062664,-49.706455,-34.804375,-17.295015,16.27992,3.2061367,16.896738,-2.330032,4.274315,-5.3445115,-1.0577908,-2.2146018,-32.5469,-25.760174,-24.22147,-23.855352,-20.957333,-17.0822,-17.267794,-14.016794,-12.891894,-13.84568,6244.062243009868,2590.3297982291997,0.070050985,0.6921178,0.7441408,0.5404875,0.4435923,0.3646667,168.10373,4
-325.7914,59.896114,-37.37398,-28.723936,-10.162924,12.4638815,7.641241,12.424295,-5.22785,2.0133772,-6.2283516,-2.7388854,-2.2694852,-37.7558,-31.661097,-27.186388,-27.322027,-23.014938,-19.52331,-17.928764,-14.607214,-15.379041,-17.892933,5753.218544407895,2585.4690365118972,0.05634007,0.7792294,0.6518457,0.5460905,0.49286827,0.46988633,121.79625,4
-330.74606,57.579502,-39.51617,-27.410831,-12.681024,9.63303,5.9597387,14.999533,-4.375993,-0.3950273,-5.7056146,-2.2605262,-3.271998,-36.58021,-29.788412,-26.735912,-26.17195,-25.591637,-23.00109,-22.14223,-16.23591,-12.575924,-17.400524,5764.2118112664475,2551.2355607441395,0.059157815,0.67534083,0.7263813,0.59441394,0.4783389,0.43251026,98.52159,4
-315.86798,51.83702,-39.298214,-26.94464,-12.459672,5.5243173,4.009847,13.974424,-4.686561,3.3835273,-4.201286,-5.0050683,-2.002999,-35.44723,-28.95047,-26.40258,-26.837973,-24.548912,-22.600203,-18.97064,-18.254667,-17.379627,-18.672102,5760.698499177632,2543.0041197603264,0.06159859,0.7639269,0.66289085,0.48755926,0.4242718,0.4346369,131.6419,4
-288.74704,55.39359,-42.534122,-16.906359,-14.227044,3.8000998,12.142526,16.743917,-4.7417607,2.9013188,-7.980143,-3.1547139,-2.6443434,-37.80915,-29.393942,-23.958399,-23.992256,-21.99317,-18.415829,-15.402079,-10.245294,-11.991556,-15.584684,5927.977487664473,2534.0404110567483,0.05993678,0.6537164,0.60192955,0.45733294,0.42016336,0.3556832,162.7648,4
-239.68408,70.77775,-41.111355,-19.387033,-7.2510877,8.885202,14.426547,19.087893,-2.3356802,1.9399371,-6.018024,-3.0598955,-7.635408,-34.301617,-28.2055,-24.578163,-23.48765,-20.813002,-17.767431,-10.553146,-2.724304,-1.1262058,-2.8317351,5504.340049342105,2407.536240594918,0.052351624,0.63972527,0.4879761,0.45579833,0.41353476,0.34996378,225.78116,4
-311.64166,55.860188,-31.345512,-27.735815,-8.877792,6.310843,5.1535497,18.605333,-1.0604044,-1.1311344,-7.343202,-4.180821,-3.9321213,-36.51798,-29.630026,-26.228725,-26.883469,-23.692959,-19.520908,-15.154601,-10.236515,-15.1738825,-19.06843,5822.578125,2589.8788690449232,0.07045214,0.76218826,0.62510246,0.5377663,0.44110146,0.3823317,157.29013,4
-265.93243,49.53334,-39.769913,-34.083485,-16.475592,10.45826,8.562514,20.589418,-4.343073,-3.1904278,-10.467024,-1.8607417,-3.0528464,-33.56653,-28.340645,-26.177414,-25.014273,-20.558268,-18.827982,-13.502675,-10.382504,-13.346389,-13.605751,5823.2581208881575,2540.68095908127,0.047779962,0.7315819,0.7418222,0.5742266,0.39897245,0.2919346,296.03815,4
-232.84547,40.00411,-48.32887,-36.505264,-14.745875,0.6259468,6.4764256,25.44247,-0.71016276,-1.2411882,-8.711415,-4.290051,-4.692825,-34.53471,-28.777504,-26.620207,-21.234097,-14.344235,-15.425621,-16.461641,-17.26217,-17.056057,-15.838282,6500.534025493421,2697.066691169587,0.071369596,0.73731536,0.5447786,0.40400636,0.34723538,0.33655304,262.65515,4
-266.42163,43.452946,-43.162373,-29.713327,-12.672943,1.1065887,5.399186,21.811707,-4.6949735,-1.171968,-10.92533,-3.9072037,-3.0087883,-33.972412,-27.64002,-23.290215,-22.69807,-21.882235,-19.457506,-17.474277,-15.865808,-15.301674,-16.977749,6541.220446134868,2702.3599973957,0.074143656,0.77470624,0.6312818,0.5066064,0.489933,0.38225615,162.05093,4
-300.45065,49.59097,-45.61865,-13.88823,-9.72032,9.066257,5.7893515,9.344581,-1.002968,1.2517502,-13.5773735,2.469137,3.8786185,-38.36801,-32.0775,-26.785046,-25.69641,-22.18549,-19.237906,-13.05892,-11.301133,-11.745539,-13.472618,5556.2464021381575,2365.218656164987,0.075234205,0.6834651,0.50280315,0.39998809,0.44090974,0.5073762,138.0442,4
-294.5734,38.23363,-48.927437,-26.630772,-7.6100173,2.7248945,0.95567095,22.686321,-3.8292391,-3.1452868,-9.127951,0.8417685,3.7109616,-36.65965,-32.42729,-26.97419,-24.64467,-21.943687,-20.323381,-20.691042,-20.50534,-19.760511,-18.954348,6108.2897306743425,2564.9866964209095,0.078537315,0.8231925,0.76215863,0.56694716,0.44100812,0.31580397,116.114716,4
-327.27643,46.410465,-43.33308,-25.652515,-8.763004,3.743714,1.9680802,18.290108,-4.447917,-2.9575472,-8.210277,-2.1899421,2.4614859,-38.670303,-32.8721,-27.093372,-25.210457,-21.544643,-20.999598,-24.439865,-23.070564,-20.507105,-19.667719,5918.344212582237,2569.1506155469824,0.07386554,0.79422134,0.77805746,0.65391064,0.4824014,0.38656157,90.22029,4
-295.48648,42.952446,-46.74481,-23.813883,-10.487725,2.8337643,2.1484132,20.568806,-3.2151701,-1.3901876,-11.309877,-0.33734107,1.5890633,-37.1215,-29.991076,-24.917793,-23.249727,-20.74894,-18.73151,-20.036322,-21.224888,-21.725681,-16.034906,6219.922388980263,2593.4549378339916,0.07797145,0.74462074,0.6026683,0.44379792,0.36288399,0.3529818,119.44889,4
-321.18454,51.214745,-44.911488,-19.496473,-5.6420884,3.0126405,2.5087576,19.341244,-1.7586277,-2.4953105,-8.647679,-2.023271,2.5080922,-37.572727,-30.773594,-24.648579,-22.868807,-21.773388,-20.377165,-19.973215,-18.14868,-16.495998,-18.64912,5911.430921052632,2546.4805654441216,0.070809685,0.79652125,0.58225626,0.37071526,0.36310244,0.4144087,63.65296,4
-350.4142,61.353054,-34.65072,-13.576723,-3.8413517,2.2140071,2.1521285,14.427587,-2.7610426,-1.0753565,-8.457563,-0.28048027,2.0977354,-38.522316,-33.12428,-28.493711,-25.158827,-22.8212,-20.761028,-19.375948,-16.67548,-14.990585,-17.433044,5541.059827302632,2498.798793222318,0.06969791,0.7214152,0.6827161,0.5243178,0.43801734,0.4026964,76.330795,4
-318.6626,63.927456,-37.2774,-14.199437,-6.4593334,0.4812163,1.2618506,13.176255,-7.1944284,-4.5302525,-8.507072,-1.4028695,2.0814025,-36.8395,-30.556047,-27.80129,-26.460938,-22.61191,-21.122206,-20.64579,-16.72257,-11.089592,-12.74643,5473.286903782895,2453.3161393812143,0.06849105,0.71249485,0.4785954,0.39720145,0.39357507,0.33563805,85.405815,4
-319.3775,42.541447,-40.32467,-24.380548,-9.811912,4.66224,0.6707884,15.492137,-6.112909,-2.5364735,-9.467844,1.6979595,1.153735,-37.689064,-32.24851,-28.231073,-26.899975,-25.501259,-21.749687,-21.471992,-20.352287,-21.282373,-20.767529,6230.915655838816,2612.72664794926,0.08863363,0.7682106,0.6631141,0.52718896,0.45052683,0.37409428,102.326004,4
-270.01456,56.158264,-37.994617,-37.391922,-13.406665,10.658142,8.568913,19.135153,-3.5592926,-0.4510053,-6.079823,-0.34920487,-0.8325556,-33.75633,-27.887075,-23.798716,-24.071083,-18.492544,-8.464828,-7.28927,-11.795743,-14.322331,-13.458362,5772.598427220395,2549.7145013752315,0.048168965,0.8323931,0.7421401,0.5222667,0.40643874,0.36105892,259.3753,4
-280.56232,48.894577,-41.674873,-22.548347,-9.962069,10.808992,5.696047,16.960533,-6.482113,-4.31185,-11.471088,0.17278935,-0.6714909,-38.118805,-32.836143,-26.905481,-23.663685,-20.080599,-18.78548,-16.653494,-12.902146,-11.17968,-14.16431,6189.095908717105,2580.8660297329598,0.073441595,0.7477865,0.7408938,0.50291336,0.37770435,0.38148743,137.27092,4
-277.3272,51.630367,-38.556126,-33.875866,-12.473932,10.223309,10.677297,21.18145,-1.6816429,-2.0910268,-8.723901,0.099048726,-1.8218015,-33.910088,-28.76678,-22.85857,-22.177032,-18.53131,-17.850164,-14.182251,-12.154264,-11.005315,-13.436621,5849.324629934211,2557.854463287449,0.053663313,0.81782764,0.70225286,0.5087477,0.4378178,0.38035148,253.87828,4
-291.79684,55.919415,-40.594242,-31.223812,-11.326767,8.7377825,8.951669,19.021694,-2.6398578,-1.530609,-7.36023,-1.6567208,-1.2973279,-34.298935,-28.755327,-25.818537,-24.287352,-21.357445,-18.86406,-16.590605,-13.779455,-15.7508335,-13.169194,5522.5866056743425,2481.7100651566543,0.04809604,0.7947609,0.6102843,0.5205707,0.46756852,0.37191382,188.84673,4
-296.9476,58.324474,-39.422234,-31.434214,-12.666611,12.836039,11.727472,20.498877,-1.3031867,-0.1775683,-6.683934,0.71490175,-0.14813483,-35.297768,-27.05919,-24.762783,-24.151628,-17.835865,-16.55408,-10.923466,-9.580314,-11.928467,-14.282968,5435.6604646381575,2474.8510593648502,0.043906648,0.8563827,0.69893044,0.48835397,0.37318572,0.33905932,165.83347,4
-289.70267,58.44552,-37.57095,-27.744333,-9.519781,13.060628,12.082391,21.767162,-0.8764237,0.2620147,-6.485122,2.197577,-0.121990845,-34.03086,-27.693233,-24.32256,-21.162031,-16.45601,-15.5051565,-9.414947,-7.653034,-11.149846,-12.718217,5770.785104851973,2541.010821173819,0.05118856,0.7983238,0.8045938,0.60320455,0.44976217,0.38946152,233.68068,4
-296.75656,53.743843,-38.726276,-25.314047,-7.1941395,13.712895,10.6092205,17.497206,-2.1863725,0.009824994,-6.871859,2.0387497,0.14877208,-33.52812,-27.369148,-24.413124,-23.637629,-19.309805,-17.049093,-11.042399,-8.767211,-13.15896,-15.261497,5718.312088815789,2521.4325547968897,0.05883876,0.7115349,0.79399157,0.7254622,0.57644737,0.4552698,206.68509,4
-285.99402,53.15434,-42.06285,-32.25818,-13.513605,10.895901,9.431433,22.85455,-1.3983215,0.66315037,-7.8356876,0.103448205,-5.3373446,-36.92228,-32.12124,-28.042982,-24.940111,-22.569637,-16.929272,-14.279045,-13.806754,-15.4312525,-11.947009,6021.930252878289,2595.6817576020508,0.05473222,0.7399128,0.6812233,0.52099836,0.4516818,0.4054197,165.07123,4
-361.33923,14.643105,-36.386993,12.270361,-26.322855,8.090111,-14.848162,15.265103,-7.35597,11.979227,-23.641489,5.960434,-4.6002975,-25.867231,-28.354042,-41.642963,-39.576534,-37.190952,-32.40467,-28.218111,-25.429363,-24.956392,-24.655098,5130.115645559211,1775.634224777977,0.31780523,0.5755981,0.42417434,0.28075308,0.22969542,0.18911172,59.030224,5
-262.89584,13.847571,-47.37543,10.2358265,-37.4244,10.147034,-15.821115,20.447462,-8.6638155,16.516651,-27.059013,7.9532113,-5.0389113,-20.378912,-24.059013,-40.08316,-36.880005,-34.233406,-27.561577,-21.165964,-17.782776,-17.892635,-19.20936,6192.94921875,2112.634772028429,0.18284307,0.64438593,0.47922963,0.3334584,0.24479195,0.20403554,78.12016,5
-468.90598,7.4704475,-28.235445,7.1071134,-21.0045,7.034834,-8.90618,10.814546,-4.445681,10.960545,-17.658527,5.10137,-1.7099551,-35.741547,-37.198597,-45.235943,-43.386322,-41.587914,-38.10873,-34.726376,-32.4995,-32.878582,-33.35975,3717.8775185032896,1253.4691145089378,0.5141386,0.3250838,0.21816461,0.15263142,0.11305804,0.100511484,47.430622,5
-374.7943,15.169919,-35.509014,5.62404,-28.67996,8.342577,-12.090488,13.965008,-7.931868,10.783008,-23.276217,5.5228753,-3.9576018,-29.076496,-31.558744,-41.58135,-40.240223,-38.723343,-34.386692,-29.77231,-26.63705,-25.715363,-26.328276,4696.278268914473,1636.9619764599386,0.38047642,0.4887348,0.3032298,0.21925966,0.17285596,0.16242786,74.41173,5
-295.1463,13.410007,-38.265575,11.274296,-33.190994,7.653043,-16.363949,18.528778,-7.2117567,16.183521,-28.230703,6.8079886,-5.720394,-23.66203,-26.289898,-39.127254,-35.940376,-32.391132,-28.070652,-24.971952,-22.120323,-21.162777,-19.916306,5787.331671463816,1970.0648809149395,0.25492015,0.5965188,0.39194688,0.2545843,0.18527274,0.17264834,75.447174,5
-254.4597,16.117496,-47.376034,11.015329,-35.485943,10.135822,-16.736626,17.633917,-8.877962,14.746705,-29.881666,8.937879,-6.393856,-20.878405,-23.485834,-37.760777,-35.05445,-32.03338,-26.621399,-21.092546,-17.667274,-17.575562,-18.52961,6121.096319901316,2103.2583393227733,0.17864457,0.5928503,0.37754,0.2741479,0.1985561,0.17611319,84.59968,5
-281.47318,22.755562,-40.69419,13.124349,-33.36291,9.567049,-16.223745,15.755154,-10.8884945,13.438276,-27.66321,8.404498,-5.041448,-21.090353,-24.244083,-39.676037,-36.671444,-33.84825,-27.520428,-22.868465,-18.943913,-17.373829,-17.954008,5979.0905119243425,2118.1747348991657,0.17548834,0.62857246,0.43793172,0.29677325,0.22807473,0.23927094,74.359955,5
-193.862,21.356894,-55.116104,12.223122,-41.30099,11.839556,-21.7157,20.666168,-8.62605,16.237097,-31.80855,8.476933,-6.479994,-15.888604,-20.561848,-36.69391,-34.12765,-31.237082,-25.704176,-17.942337,-13.804426,-14.757738,-14.957977,6770.379060444079,2329.080696684158,0.078307174,0.85887975,0.56091946,0.35325924,0.2640361,0.24326551,104.872406,5
-243.10428,35.23505,-32.966984,24.105942,-32.180496,16.041115,-13.701135,16.192497,-10.398331,10.028414,-35.60358,3.029898,-11.913801,-17.342482,-21.342907,-37.91534,-33.76266,-31.49408,-25.399363,-20.61636,-17.266287,-17.15049,-15.890932,6341.5283203125,2294.4606686311367,0.10102939,0.7713339,0.5948423,0.4059494,0.26127997,0.19968212,72.333305,5
-250.9584,17.54337,-45.840572,11.37846,-38.622036,12.567935,-14.974884,16.764917,-7.5347376,15.947569,-29.216272,9.130451,-7.0129037,-20.847185,-23.713669,-38.39321,-36.590046,-33.756256,-27.657515,-20.5671,-16.496943,-17.611002,-18.55636,6112.5963712993425,2084.1413365538865,0.1794203,0.63918746,0.37878743,0.24600197,0.19141516,0.18127215,90.76819,5
-332.0672,13.277189,-41.80658,6.468041,-32.74176,10.55494,-14.385769,14.804982,-6.997464,12.648529,-23.196268,7.8939376,-4.5710974,-26.20774,-29.138958,-40.79028,-38.851177,-35.993885,-30.062729,-26.358568,-24.34116,-23.508284,-25.137985,5069.029348273027,1736.544952158012,0.31127387,0.44057626,0.29222023,0.19462359,0.16430683,0.14429589,70.9935,5
-338.01788,14.086311,-40.722725,8.520688,-34.338203,7.5387363,-14.086998,14.709695,-7.0766025,11.855384,-23.27838,8.007242,-4.593733,-26.362776,-28.857874,-41.42343,-40.197605,-36.117912,-30.81441,-28.620134,-25.094015,-24.365953,-24.879454,5058.8294099506575,1733.9871886401959,0.31176305,0.46360642,0.27513427,0.19730262,0.17019449,0.15006098,72.42595,5
-281.0788,25.10424,-41.98107,12.158437,-34.59644,10.472708,-15.523525,18.284399,-7.5874257,15.258553,-28.55042,7.407744,-4.564164,-20.245111,-23.92815,-38.780003,-35.256927,-32.28683,-27.014147,-21.71804,-18.981941,-20.374731,-19.101173,5958.350637335527,2114.5663928324952,0.16971923,0.6156591,0.43388426,0.30729204,0.23363751,0.20239882,75.450005,5
-204.45421,17.949194,-49.49835,12.513535,-36.09131,14.488036,-18.625454,22.032757,-5.23147,15.373606,-31.954138,7.8951635,-7.4795623,-18.566206,-21.93932,-36.081272,-32.365646,-30.292442,-24.364983,-17.040703,-13.532139,-13.206324,-12.091716,6665.319695723684,2300.284091851872,0.120437734,0.7078811,0.50626147,0.3327415,0.24455066,0.19637959,114.76438,5
-325.88947,21.528994,-35.027397,14.555286,-30.801788,9.257154,-13.789603,18.153967,-6.516681,12.529888,-25.179375,4.5253696,-5.9712353,-23.810665,-26.879967,-41.27478,-38.788494,-35.69542,-29.994473,-23.861937,-19.385847,-19.624939,-20.976082,5394.974043996711,1916.0842906946457,0.24128887,0.66863453,0.48460415,0.34501103,0.22116174,0.18871382,69.30444,5
-310.39407,20.282795,-41.1808,11.438152,-34.69657,8.575831,-16.43338,14.837587,-6.999588,12.565784,-26.48548,6.0636525,-4.781958,-24.348833,-26.472858,-38.934055,-36.989708,-34.71476,-28.63697,-24.948689,-22.090252,-21.76877,-21.937853,5448.920384457237,1915.7944481894754,0.23822819,0.5789184,0.39048246,0.25719526,0.20430565,0.19417351,84.22249,5
-206.47986,13.831066,-52.309837,11.711392,-42.62471,13.034831,-16.895668,16.227964,-9.576382,16.680382,-32.582993,8.239729,-6.3584485,-19.658241,-21.993105,-38.20101,-34.852615,-31.713345,-26.604214,-20.575457,-17.062454,-15.631636,-16.325048,6581.113538240132,2224.9580278955455,0.10973268,0.87182665,0.5760385,0.33950078,0.2219064,0.19806881,97.25218,5
-263.58176,15.3338175,-47.565987,11.143128,-38.971073,10.490437,-18.292177,16.386868,-10.232301,14.931219,-29.936096,6.0114555,-5.5129485,-21.308792,-25.552385,-41.771027,-39.138767,-36.85751,-29.818842,-24.686918,-20.197762,-19.652397,-21.134531,6091.0631681743425,2080.512777207402,0.1783157,0.61181295,0.36853305,0.25656745,0.21469413,0.19636738,70.47886,5
-239.87305,27.838585,-42.46248,16.915771,-37.20091,12.241125,-18.441563,14.867769,-11.191441,14.453743,-33.095066,5.873453,-8.9875145,-17.842646,-22.034262,-38.762848,-36.354053,-32.33976,-27.304909,-21.04349,-17.13044,-17.318499,-17.233019,6402.0479543585525,2260.645775889429,0.10015238,0.759135,0.50391126,0.35751262,0.22568947,0.19225338,82.237076,5
-275.04648,36.3238,-35.55811,15.9579115,-35.547035,12.524721,-17.216154,15.486428,-10.900099,10.679513,-32.714676,3.4004183,-9.324826,-21.43856,-25.116972,-39.005135,-36.593014,-32.771038,-26.466005,-21.260746,-18.674564,-19.534904,-20.368538,5735.311986019737,2099.3887996178337,0.16300236,0.685935,0.47028786,0.3262811,0.20541653,0.18396004,68.79698,5
-304.3618,20.032652,-39.545452,10.678123,-34.690723,11.771176,-12.992697,15.36509,-6.7579923,13.945393,-27.690424,6.934933,-3.8394473,-22.980646,-25.69565,-36.61668,-35.9363,-33.97775,-27.990316,-23.222841,-20.408482,-20.04606,-20.001022,5465.240285773027,1923.434941876339,0.23572709,0.5189949,0.32437998,0.23167765,0.19222867,0.18170132,82.46022,5
-335.96082,12.208031,-42.9871,6.6545334,-34.615883,7.842642,-14.14654,14.2950735,-6.1947985,12.263934,-25.150715,5.646274,-4.8296714,-26.279716,-28.80989,-40.87361,-38.727394,-36.8658,-32.989113,-28.464682,-27.058794,-26.670956,-26.373514,5030.8362458881575,1725.1481256804263,0.3117624,0.48119366,0.2931089,0.19507392,0.14319077,0.13607876,71.32094,5
-394.54742,15.192863,-34.973927,8.124926,-30.431347,8.027366,-12.3409195,13.374213,-5.181618,10.56127,-23.730625,6.4546328,-2.7623682,-29.45396,-32.190365,-43.74186,-41.143425,-39.39018,-35.34025,-31.209574,-29.116306,-28.92581,-28.940388,4600.398848684211,1589.595881876345,0.3763014,0.54489064,0.36788625,0.23889144,0.15738983,0.12876134,55.924076,5
-285.16153,12.436449,-44.198494,10.375407,-35.730305,10.729808,-14.600307,16.685534,-5.439426,13.321123,-28.615685,7.8569274,-4.5990896,-23.034163,-26.160824,-38.535294,-36.2531,-33.55338,-28.3619,-24.972765,-20.352825,-18.51212,-20.133076,5578.459601151316,1883.7959643257948,0.24347305,0.53471357,0.3013333,0.21042079,0.17008498,0.14479223,90.71003,5
-393.726,17.424988,-33.26343,8.638368,-28.651161,8.950425,-11.083421,12.132458,-4.5150933,10.127197,-22.186628,6.6036468,-3.3292127,-29.246227,-31.361353,-42.05473,-40.280624,-38.067394,-35.002396,-30.385044,-29.058844,-27.69987,-27.062506,4524.012643914473,1596.8603789091646,0.37525013,0.44730294,0.29307675,0.20342423,0.15608217,0.13820817,62.38978,5
-263.33524,16.526028,-46.880302,10.652425,-39.093185,11.488828,-15.529722,17.4576,-5.4730983,15.568057,-29.581526,7.4717665,-4.755819,-21.560257,-24.171314,-38.253178,-35.372215,-31.65039,-26.275585,-21.386898,-18.462503,-19.071295,-19.922058,5997.6770662006575,2066.9658369664085,0.1702266,0.5693606,0.3446084,0.24532071,0.17507459,0.15843102,87.18779,5
-246.49818,17.265211,-44.93615,9.045026,-40.893875,10.896171,-16.549425,15.24209,-7.278996,15.486676,-31.118088,7.3454423,-6.821762,-21.23487,-24.28984,-37.919643,-36.029953,-32.34512,-26.926985,-21.926043,-18.19343,-17.322142,-16.775518,6116.676346628289,2094.146377659021,0.1741087,0.46270105,0.28006402,0.17370224,0.15994614,0.13634191,97.9088,5
-206.88376,14.6067705,-50.628414,14.082172,-43.81686,14.282359,-16.5884,18.45419,-8.155302,14.177512,-31.649805,8.318892,-6.4917665,-19.273243,-22.078865,-36.719738,-35.320015,-30.534056,-24.168612,-18.638727,-15.961889,-16.086897,-16.224703,6554.367033305921,2219.3582695572222,0.108198,0.72278184,0.4786673,0.3283773,0.23025772,0.1950404,111.21916,5
-252.65466,39.651924,-40.695637,16.424257,-37.125057,14.530973,-14.911006,19.351355,-7.6174192,13.390783,-29.627104,8.006954,-5.6167254,-16.711653,-20.8558,-37.57649,-34.7532,-32.619595,-23.374159,-16.42325,-12.425411,-13.609438,-12.6468,6248.2555509868425,2305.1022800486603,0.06479727,0.596443,0.45055854,0.33962652,0.27043572,0.24312301,79.41144,5
-381.08755,12.913597,-34.75115,8.756721,-29.09667,8.629107,-11.070542,12.763541,-6.6437874,10.879331,-21.970945,5.9343853,-2.852489,-27.992867,-31.1806,-42.254738,-40.392544,-37.502552,-32.85718,-30.304792,-28.574368,-26.943031,-26.917656,4615.2454255756575,1597.6148752769689,0.3758613,0.35327864,0.23193537,0.16798219,0.14485162,0.13594544,61.124557,5
-317.16476,64.2976,-28.58321,-28.926403,-11.608805,13.610079,9.616804,16.035017,-6.813268,-2.2642205,-7.1693225,0.8279819,-0.051911455,-38.10044,-33.042843,-29.653337,-25.391336,-19.482777,-18.355427,-12.9872,-9.028071,-8.740507,-12.627096,5507.5133634868425,2531.058635784634,0.038440235,0.7607845,0.6751225,0.45803872,0.3525845,0.35212803,174.52542,5
-277.3174,56.40847,-42.58103,-21.663351,-9.448019,14.55174,2.1793249,9.022645,-4.203847,4.0216894,-8.752244,-2.3935173,-2.3631008,-38.15733,-31.65211,-27.205399,-25.200157,-20.529066,-14.8925495,-14.256004,-10.032054,-9.79554,-13.474931,6056.043379934211,2558.2230786518044,0.08185514,0.6485318,0.592584,0.4872001,0.47066686,0.5400124,95.12284,5
-266.05292,52.748608,-42.677147,-20.997683,-10.33612,5.924433,-0.6609208,13.744517,-5.1159196,3.6875658,-9.561164,-0.2285525,-0.29428083,-37.503246,-29.294964,-24.71167,-23.419706,-20.267601,-17.377186,-14.87456,-12.934671,-10.274394,-12.211112,6106.023077713816,2534.257090517664,0.083741136,0.7082504,0.6228705,0.474242,0.4495487,0.4345549,112.84484,5
